12272, 12883, 421399, 339357, 120605
15717, 16151, 93119, 158106, 43564
14779, 13861, 99994, 140146, 55659
59445, 59752, 547103, 673151, 236241
51371, 54073, 283364, 356574, 144889
93843, 86858, 702739, 1359140, 235875
311302, 318906, 1423697, 1614628, 797979
7238, 0, 123386, 22183644, 2473333
36782, 36443, 280502, 410149, 120663
966, 1003, 1120, 5026, 1398
19473, 19052, 53848, 156732, 40519
48983, 50429, 529493, 336817, 267195
29725, 28724, 305101, 492892, 148802
51649, 53141, 514742, 367138, 232668
6199, 6026, 39861, 52014, 19838
124951, 140033, 1824117, 3816845, 667164
40882, 42379, 224791, 313218, 111981
3894, 2834, 21530, 52998, 16424
7048, 5929, 34348, 31627, 24045
62426, 58666, 471847, 559351, 217747
0, 0, 0, 0, 32505
9596, 6202, 16042, 522966, 14126
4062, 4067, 7235, 20524, 6194
1034, 884, 3595, 10952, 4137
5313, 5374, 22185, 52797, 13215
170698, 163830, 1766947, 16087056, 733965
170698, 169949, 1574805, 21523943, 528620
170698, 175719, 3577942, 1752743, 912111
