79262.1,1802.09,416.58,212.831
29189.1,1916.23,407.173,263.023
84716.9,2796.97,1008.41,322.97
33152.4,1897.67,340.209,144.714
80567.7,1354.22,430.97,165.055
66805.8,1487.69,453.913,192.804
42458.8,628.064,556.546,233.074
84507.1,2319.83,550.667,215.656
245551,3290.05,474.35,232.164
75227.1,3298.45,435.719,220.863
59274.4,1307.41,412.584,180.098
22407.8,1033.27,321.065,147.795
45804.7,4682.03,522.994,244.763
70008.9,1836.25,371.027,178.568
94152.1,1786.67,401.124,189.468
30993.9,782.981,380.562,256.745
33728.3,2690.02,352.174,140.98
60519.2,3768.22,361.891,145.484
31956.4,1406.96,362.416,210.191
85804.1,1709.74,489.35,258.01
14264.3,945.914,252.809,102.284
49643.3,1321.66,488.162,246.834
54038.6,2260.02,499.626,222.659
54688.5,2202.6,466.168,210.909
269216,2115.51,543.317,187.311
145441,1880.68,547.365,245.351
292793,1187.82,391.471,121.33
53523.2,1743.96,413.87,164.182
59489,1965.87,470.531,216.9
35179.5,1677.31,462.558,239.425
119078,1374.24,437.134,237.454
39320.9,1752.79,368.273,167.274
26995.9,870.721,192.764,78.8793
28440.2,754.034,179.173,93.252
56700.6,2846.4,537.047,300.509
85031.9,629.838,419.685,113.846
40372.1,2140.27,467.708,169.666
110628,3532.51,478.019,147.521
54919.3,1148.62,466.315,199.901
328257,3644.83,548.088,267.319
