10003.6,2828.39,457.681,224.506
8967.75,1730.28,412.174,262.096
22465.2,2651.87,1003.17,320.915
5876.78,1827.01,330.589,148.517
12294.4,1501.47,429.245,165.12
12307.4,1495.94,455.536,191.618
10943.1,645.314,563.133,233.819
20735,2193.14,560.145,208.028
9137.02,3366.07,485.303,233.677
11304.1,3199.28,432.846,226.855
9092,1298.52,411.601,180.174
5901.35,988.421,314.621,149.216
28707.6,4532.39,524.639,244.731
15138.2,1829.14,371.345,176.682
11963.2,1767.81,404.207,209.231
7052.12,944.694,388.442,254.226
11185.5,2779.92,349.219,132.234
15679.6,3572.28,372.196,147.07
7854.05,1294.57,356.688,213.654
12501.5,1773.99,479.498,259.378
3951.26,943.553,261.589,100.546
9933.16,1240.91,491.116,257.776
15832.6,2075.36,508.647,225.121
20459.5,2338.45,459.596,206.056
18373.5,2175.29,538.093,185.774
18123.2,1890.61,541.813,245.261
9073.85,1299.78,392.83,122.439
8650.36,1741.86,416.231,163.857
11898.2,1978.95,456.503,220.658
10701.1,1515.82,459.957,240.517
13524.6,1461.03,438.788,239.193
23539.7,1663.08,370.044,167.758
6551.02,870.749,193.625,92.7788
5436.48,749.845,178.295,85.2892
16846.4,2596.81,527.445,301.671
6251.62,693.268,417.059,109.907
13293.3,2225.05,474.708,160.246
19108.4,3515.79,470.868,148.081
10838.8,1092.42,464.988,201.682
24647.1,3530.22,538.309,266.122
