14838,2298.46,449.085,211.573
12429.5,1837.28,408.201,260.122
41197.4,2577.57,999.798,321.423
8742,1797,348.571,148.569
13835.8,1372.41,435.997,168.671
15981.6,1484.39,452.773,193.116
21567.5,627.805,551.888,238.055
25009.7,2218.67,550.072,214.856
20972.4,3269.02,475.303,230.451
14290.2,3334.75,433.045,223.119
11953.3,1219.12,414.193,183.035
8373.24,994.725,322.938,146.184
29875.9,4651.48,523.487,246.506
18526,1888.55,368.315,178.623
15023,1765.35,408.265,191.128
11346.4,921.625,373.679,257.981
12562.9,2817.86,362.162,137.166
18990.5,3691.25,360.201,146.402
10521,1337.82,356.534,212.361
16727.8,1720.8,481.846,259.88
5945.44,865.606,261.742,103.903
14818.1,1311.77,494.006,250.308
21058.2,2233.6,514.431,223.996
20372.9,2223.84,468.706,209.402
20237.3,2159.53,552.711,195.553
21877.3,1940.97,549.14,247.38
11443,1283.6,388.208,124.191
11717.2,1821.67,419.402,166.387
17484.9,1926.2,464.466,216.545
15476.8,1563.55,459.412,238.699
17557.5,1396.68,440.906,245.842
20664.7,1708.88,371.829,168.347
6817.1,909.913,195.623,79.8971
6400.49,772.822,179.635,86.651
21399,2852.35,541.813,301.558
7990.58,676.636,423.81,112.561
20176.4,2155.22,462.66,161.828
24814.6,3390.79,471.046,149.555
16119,1143.04,467.002,202.193
31677.9,3533.81,539.896,265.56
