7644.98,730.074,676.21,1216.87
2002.91,262.588,147.032,141.505
1693.99,248.155,143.726,151.615
10.9834,28.6791,1.2808,1.7353
12048.1,665.559,875.736,1226.44
4544.18,491.142,357.067,581.014
6137.41,421.843,365.335,565.763
19423.2,1305.24,897.602,630.087
37477.5,4114.36,1346.21,0.2596
12683.3,2255.46,524.611,509.503
637,329.682,81.2122,156.62
4829.57,960.178,167.073,274.387
18770,2094.57,856.4,753.86
2525.54,634.568,152.512,194.885
46538.9,1031.34,1258.73,1293.46
1247.62,226.363,96.0028,97.2335
1755.52,662.813,137.555,32.7024
3222.49,1585.64,369.883,169.084
52026.4,1537.94,1467.71,1419.38
37617,3131.64,1133.63,1387.37
17632.7,3217.45,695.621,385.824
3204.1,1689.7,271.877,262.787
7668.41,854.509,741.69,1118.99
7246.67,860.779,352.079,136.73
4573.07,845.463,730.098,1473.89
414.237,453.665,10.4762,7.3628
892.109,1699.87,11.0002,14.2879
13403.3,2552.76,132.447,154.558
5824.73,465.171,53.0921,16.5941
2515.28,352.152,166.289,53.1595
1350.12,98.0051,15.3537,8.049
1257.34,1306.5,54.776,13.6137
2501.92,195.616,40.7525,8.6946
10659.5,3154.87,526.848,567.042
1338.07,1188.04,31.2391,10.5805
1189.82,61.0058,38.5081,43.3338
13949.4,1153.81,707.523,463.561
2875.17,203.931,76.1849,12.9712
47355.2,1480.57,1243.41,1317.15
4762.25,962.519,158.287,274.133
3428.45,513.457,165.726,198.46
2539,604.26,165.377,197.277
