15.2059, 163.409, 252.37, 106.077, 123.75
9.08122, 137.267, 473.507, 31.9737, 25.8077
1415.83, 102026, 126587, 29412.6, 18602.7
8.57674, 115.214, 63.2, 31.9268, 18.0417
311.709, 8891.68, 7342.11, 2022.91, 2025.22
136.391, 5271.59, 9763.43, 800.981, 2022.66
360.161, 3061.06, 11828.1, 924.107, 761.128
1365.58, 36811.4, 253021, 7339.65, 6762.62
1541.86, 14683.4, 12909.7, 4738.38, 7043.16
552.749, 14122.8, 11734.7, 3324.37, 3004.55
105.729, 34357.7, 2202.1, 1416.29, 420.41
198.028, 2876.96, 7135.69, 1120.33, 514.704
494.816, 5094, 5469.26, 2011.51, 996.699
35.861, 303.393, 1314.35, 105.704, 70.1778
102.254, 7166.65, 2289.06, 799.269, 1256.52
207.495, 3376.67, 3144.07, 966.621, 1139.74
1112.94, 23323.1, 14333.6, 5362.27, 3997.3
891.294, 3419.49, 4105.99, 1610.31, 1361.76
46.4947, 1622.48, 5743.38, 744.906, 674.7
9.41176, 663.778, 321.048, 127.48, 147.125
448.497, 38997.9, 23175.7, 4033.54, 8317.57
1632.82, 53756.2, 64344.9, 14970.5, 10870.7
108.598, 1712.83, 1896.09, 625.835, 250.446
146.737, 15667.7, 33776.3, 2376.56, 1875.46
202.382, 10892.7, 36667, 4217.12, 2779.77
99.9835, 5036.26, 8370.52, 1437.22, 758.031
52.4372, 471.824, 28251.7, 235.433, 223.907
11.9744, 131.273, 542.143, 29.4545, 30.7069
73.6809, 174.421, 348.635, 42.9706, 41.75
13.642, 177.333, 160.478, 33.3729, 25.055
892.542, 45364.3, 21467.8, 12966.8, 8653.21
3936.73, 37111.3, 33480.5, 11553.6, 8091.06
1545.11, 122931, 21750.6, 18398.3, 19157.2
1145.87, 18484.3, 42680.2, 5149.69, 6232.2
1615.2, 127809, 195312, 40176.7, 16225.3
131.846, 1.14176e+06, 11647, 1508.95, 1583.38
97.5641, 17830.5, 116872, 2229.27, 2669.29
231.901, 9302.86, 5722.31, 2395.08, 2694.55
235.146, 1986.58, 4240.04, 574.539, 528.122
106.222, 6078.93, 69425.5, 1140.72, 1481.77
391.495, 6126.86, 4407.52, 1649.65, 1388.16
24.0966, 1004.07, 28055.1, 225.239, 331.458
180.332, 5430.08, 6237.57, 1551.69, 1543.95
847.682, 6798.9, 5780.82, 2109.51, 1452.52
581.69, 31825.6, 14557.8, 6075.71, 6092.05
325.444, 2794.3, 4391.69, 1891.1, 2943.38
1546.16, 110476, 94052, 13144.1, 27075.1
1202.37, 18737.5, 8547.16, 3783.23, 6496.42
745.133, 23868.1, 11863.9, 3705.34, 8768.27
660.386, 4713.54, 31765, 1606.09, 1136.75
113.712, 371.133, 423.647, 136.205, 104.575
424.85, 3903.55, 4359.66, 885.194, 1165.14
916.962, 15557, 12810.5, 3027.45, 2522.82
169.25, 1766.6, 2061.04, 552.204, 522.815
851.027, 10189.1, 6105.46, 2822.95, 2756.31
606.659, 6691.01, 11413.7, 1513.83, 1615.52
529.585, 7944.06, 3759.53, 1469.11, 1379.63
825.622, 3609.05, 8324.22, 1241.33, 1203.41
747.432, 5342.79, 6717.1, 1007.4, 1910.63
461.768, 9291.5, 12254.1, 1642.7, 1504.5
416.245, 3661.26, 4111.26, 2042.22, 584.131
616.092, 2235.67, 5144.85, 1016.61, 643.187
256.362, 9959.84, 49715.9, 2197.05, 4239.79
338.019, 3468.48, 5002.3, 701.995, 779.542
284.212, 2149.22, 4577.08, 658.621, 709.993
166.903, 2791.62, 1715.73, 551.492, 607.175
399.551, 927.994, 991.399, 573.359, 165.555
294.369, 1042.47, 2579.65, 480.464, 229.265
257.799, 5127.27, 6386.76, 600.815, 773.771
221.297, 14900.6, 3469.16, 1093.15, 1369.26
217.93, 4614.68, 3082.84, 714.312, 771.906
126.287, 2517.02, 65419.1, 602.16, 685.37
200.2, 741.133, 1260.77, 370.98, 304.788
270.4, 1255.34, 1853.32, 470.73, 409.603
329.159, 968.871, 788.456, 417.109, 371.049
194.081, 866.382, 2169.3, 472.452, 327.901
207.979, 2653.91, 3134.61, 725.363, 414.135
386.113, 2863.66, 6650.4, 849.63, 739.449
411.027, 4985.27, 15062.1, 1383.09, 999.948
266.433, 2786.31, 3982.02, 921.742, 946.024
340.925, 3134.6, 2791.61, 817.146, 728.647
274.126, 2899.95, 2123.78, 676.881, 510.608
358.333, 2478.73, 16217.1, 606.36, 573.668
493.017, 2513.02, 8882.62, 920.829, 713.791
323.274, 1021.16, 22331.3, 543.23, 374.017
197.647, 1549.97, 4297.68, 620.335, 444.339
289.571, 2821.72, 4302.39, 924.667, 900.325
349.553, 1564.49, 47362, 660.386, 600.314
310.574, 1502.99, 6666.58, 587.532, 432.869
353.068, 1012.2, 784.685, 371.653, 281.366
115.198, 1042.41, 1084.65, 184.41, 183.027
114.668, 611.366, 1446.43, 194.342, 171.967
459.403, 3400.94, 5418.88, 1088.62, 1263.38
255.451, 1529.73, 8280.29, 824.299, 456.456
279.018, 1404.34, 17388.3, 578.474, 386.484
326.306, 3064.41, 2219.17, 1044.73, 1065.72
338.765, 3089.75, 1551.74, 1063.03, 831.682
403.45, 1590.46, 4649.6, 862.294, 382.587
351.995, 2281.3, 3337.69, 839.989, 540.953
453.754, 2248.68, 22892.3, 772.832, 466.3
