113.712, 114.244
423.439, 440.064
916.962, 1045.37
169.25, 193.993
851.027, 860.538
606.659, 604.221
529.585, 517.63
825.622, 792.452
1248.04, 1252.98
461.635, 517.847
408.395, 406.558
616.09, 631.657
256.362, 285.062
338.019, 369.38
284.212, 297.924
166.898, 175.059
399.551, 385.926
294.369, 296.51
257.799, 263.413
224.75, 241.456
217.93, 216.052
126.287, 138.92
202.567, 205.361
270.4, 274.264
329.159, 327.149
195.537, 209.613
210.549, 204.631
386.113, 398.186
409.829, 424.018
266.433, 349.208
340.925, 360.967
273.593, 295.589
358.333, 369.264
493.017, 532.74
323.274, 321.176
197.647, 221.751
289.571, 300.816
349.553, 343.078
310.574, 328.327
353.068, 357.094
115.489, 117.888
114.668, 119.97
459.403, 461.333
253.545, 256.674
279.018, 280.842
326.306, 339.089
338.765, 301.904
403.49, 427.216
351.131, 364.156
453.754, 456.245
